,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,type_right,type_left,type
388,,,,,,,,,,,,,,,,,,,,,DNA,DNA,DNA
389,,,,,,,,,,,,,,,,,,,,,DNA,DNA,DNA
390,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
391,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
392,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
393,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
394,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
395,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
396,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
397,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
398,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
399,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
400,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
401,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
402,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
403,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
404,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
405,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
406,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
407,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
408,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
409,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
410,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
411,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
412,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
413,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
414,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
415,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
416,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
417,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
418,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
419,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
420,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
421,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
422,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
423,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
424,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
425,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
426,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
427,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
428,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
429,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
430,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
431,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
432,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
433,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
434,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
435,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
436,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
437,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
438,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
439,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
440,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
441,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
442,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
443,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
444,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
445,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
446,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
447,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
448,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
449,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
450,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
451,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
452,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
453,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
454,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
455,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
456,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
457,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
458,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
459,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
460,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
461,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
462,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
463,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
464,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
465,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
466,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
467,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
468,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
469,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
470,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
471,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
472,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
473,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
474,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
475,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
476,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
477,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
478,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
479,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
480,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
481,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
482,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
483,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
484,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
485,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
486,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
487,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
488,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
489,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
490,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
491,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
492,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
493,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
494,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
495,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
496,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
497,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
498,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
499,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
500,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
501,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
502,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
503,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
504,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
505,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
506,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
507,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
508,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
509,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
510,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
511,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
512,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
513,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
514,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
515,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
516,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
517,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
518,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
519,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
520,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
521,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
522,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
523,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
524,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
525,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
526,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
527,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
528,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
529,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
530,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
531,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
532,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
533,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
534,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
535,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
536,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
537,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
538,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
539,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
540,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
541,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
542,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
543,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
544,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
545,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
546,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
547,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
548,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
549,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
550,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
551,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
552,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
553,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
554,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
555,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
556,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
557,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
558,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
559,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
560,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
561,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
562,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
563,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
564,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
565,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
566,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
567,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
568,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
569,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
570,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
571,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
572,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
573,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
574,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
575,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
576,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
577,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
578,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
579,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
580,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
581,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
582,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
583,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
584,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
585,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
586,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
587,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
588,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
589,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
590,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
591,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
592,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
593,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
594,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
595,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
596,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
597,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
598,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
599,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
600,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
601,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
602,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
603,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
604,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
605,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
606,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
607,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
608,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
609,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
610,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
611,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
612,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
613,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
614,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
615,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
616,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
617,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
618,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
619,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
620,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
621,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
622,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
623,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
624,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
625,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
626,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
627,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
628,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
629,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
630,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
631,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
632,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
633,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
634,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
635,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
636,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
637,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
638,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
639,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
640,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
641,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
642,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
643,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
644,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
645,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
646,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
647,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
648,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
649,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
650,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
651,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
652,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
653,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
654,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
655,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
656,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
657,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
658,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
659,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
660,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
661,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
662,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
663,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
664,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
665,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
666,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
667,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
668,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
669,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
670,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
671,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
672,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
673,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
674,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
675,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
676,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
677,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
678,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
679,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
680,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
681,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
682,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
683,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
684,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
685,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
686,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
687,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
688,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
689,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
690,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
691,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
692,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
693,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
694,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
695,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
696,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
697,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
698,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
699,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
700,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
701,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
702,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
703,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
704,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
705,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
706,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
707,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
708,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
709,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
710,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
711,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
712,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
713,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
714,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
715,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
716,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
717,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
718,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
719,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
720,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
721,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
722,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
723,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
724,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
725,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
726,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
727,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
728,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
729,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
730,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
731,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
732,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
733,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
734,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
735,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
736,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
737,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
738,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
739,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
740,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
741,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
742,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
743,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
744,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
745,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
746,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
747,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
748,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
749,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
750,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
751,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
752,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
753,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
754,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
755,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
756,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
757,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
758,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
759,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
760,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
761,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
762,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
763,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
764,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
765,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
766,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
767,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
768,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
769,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
770,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
771,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
772,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
773,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
774,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
775,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
776,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
777,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
778,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
779,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
780,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
781,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
782,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
783,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
784,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
785,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
786,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
787,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
788,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
789,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
790,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
791,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
792,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
793,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
794,,,,,,,,,,,,,,,,,,,,,RNA,RNA,RNA
